SN,msgtype,messages,SendTime,MOMSN,recs,sensors,software,H_MeasureTime,H_Dutycycle,H_Endvolt,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,AirTemp
342,10,2,27/02/2020 00:00,324/325,132/109,241,707,0,0,0,-27.75,-27.75,-27.6875,-27.8125,-27.75,-27.8125,-27.75,-27.6875,-27.8125,-27.75,-27.75,-27.9375,-27.8125,-27.875,-28.0625,-27.9375,-28.0625,-27.9375,-27.8125,-27.8125,-27.8125,-27.8125,-27.75,-27.75,-27.875,-27.875,-27.8125,-27.6875,-28,-27.875,-27.875,-27.875,-28.0625,-28,-28,-28,-28,-28,-28,-28,-28,-28.0625,-28,-28.125,-28.125,-28.1875,-28.125,-28.3125,-28.3125,-28.25,-28.1875,-28.1875,-28.25,-28.25,-28.125,-28.0625,-28.0625,-28,-28,-28.0625,-27.875,-27.5,-27.25,-26.8125,-26.1875,-25.25,-24,-22.0625,-17.6875,-12.625,-9.4375,-6.5,-3.5,-1.9375,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.6875,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.625,-1.5625,-1.5625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.5625,-1.5625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.5625,-1.5,-1.5625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.5625,-1.5625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-28
348,10,2,27/02/2020 06:00,326/327,132/109,241,707,0,0,0,-27.75,-27.8125,-27.6875,-27.8125,-27.75,-27.75,-27.75,-27.75,-27.875,-27.75,-27.8125,-27.9375,-27.875,-27.9375,-28.125,-27.9375,-28.0625,-27.875,-27.8125,-27.8125,-27.8125,-27.8125,-27.75,-27.75,-27.8125,-27.8125,-27.8125,-27.6875,-27.9375,-27.8125,-27.8125,-27.8125,-28,-27.9375,-27.9375,-27.9375,-27.9375,-27.9375,-27.9375,-27.875,-27.9375,-27.9375,-27.9375,-28.0625,-28,-28.125,-28,-28.25,-28.125,-28.1875,-28.0625,-28.0625,-28.125,-28.125,-28.0625,-28,-28,-27.9375,-27.9375,-28,-27.9375,-27.6875,-27.5625,-27.3125,-26.9375,-26.25,-25.3125,-23.6875,-20.625,-17.125,-15.125,-13.3125,-11.625,-9.875,-7.8125,-5.625,-3.3125,-1.9375,-1.6875,-1.625,-1.6875,-1.6875,-1.6875,-1.625,-1.6875,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.6875,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.5625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-27.875
354,10,2,27/02/2020 12:00,329/330,132/109,241,707,0,0,0,-26,-26,-25.9375,-26,-25.9375,-26,-25.9375,-25.9375,-26,-25.9375,-26,-26.0625,-26,-26,-26.25,-26.0625,-26.125,-26,-25.9375,-25.9375,-25.9375,-25.875,-25.875,-25.875,-25.9375,-25.9375,-25.875,-25.75,-26,-25.875,-25.9375,-25.9375,-26.0625,-26,-26,-25.9375,-26,-25.9375,-25.9375,-25.9375,-25.9375,-25.9375,-25.9375,-26,-26,-26.125,-26,-26.1875,-26.0625,-26.125,-26.0625,-26.0625,-26.125,-26.125,-26.0625,-26,-26,-26,-26,-26.0625,-26,-25.8125,-25.75,-25.5,-25.125,-24.625,-24,-23,-20.8125,-18.25,-16.8125,-15.5625,-14.4375,-13.3125,-11.9375,-10.625,-9.125,-7.375,-5.375,-3.375,-2,-1.75,-1.75,-1.625,-1.625,-1.6875,-1.6875,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.5625,-1.625,-1.625,-26.0625
360,10,2,27/02/2020 18:00,331/332,132/109,241,707,0,0,0,-23.625,-22.875,-22.5625,-23.5625,-23.875,-24.125,-24.1875,-24.1875,-24.375,-24.3125,-24.3125,-24.4375,-24.25,-24.1875,-24.3125,-24.1875,-24.375,-24.3125,-24.25,-24.25,-24.25,-24.1875,-24.1875,-24.25,-24.3125,-24.25,-24.25,-24.125,-24.375,-24.3125,-24.3125,-24.3125,-24.4375,-24.375,-24.375,-24.3125,-24.3125,-24.3125,-24.3125,-24.3125,-24.3125,-24.25,-24.1875,-24.125,-23.875,-23.5625,-23.3125,-23.375,-23.1875,-23.25,-23.625,-24,-23.9375,-23.6875,-24.0625,-24.125,-24.1875,-24.125,-24.0625,-24.125,-23.9375,-23.625,-23.375,-23.375,-23.3125,-22.875,-22.4375,-21.6875,-20.0625,-18.25,-17.25,-16.3125,-15.5,-14.6875,-13.6875,-12.8125,-11.75,-10.5625,-9.1875,-7.8125,-6.1875,-4.4375,-2.8125,-1.9375,-1.6875,-1.6875,-1.6875,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.5625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.6875,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.6875,-22.8125
360,11,1,27/02/2020 18:01,333,241,241,707,30,0,8015,1.625,1.6875,1.625,1.875,1.875,1.875,1.875,1.8125,1.8125,1.8125,1.875,1.875,1.875,1.875,1.875,1.8125,1.875,1.75,1.8125,1.75,1.75,1.6875,1.5625,1.625,1.5,1.5,1.5625,1.5625,1.625,1.5625,1.5625,1.5625,1.5625,1.5625,1.5625,1.5625,1.625,1.5625,1.625,1.5625,1.5625,1.625,1.5625,1.625,1.5625,1.5625,1.5,1.4375,1.5,1.375,1.5,1.625,1.8125,1.8125,1.75,1.6875,1.625,1.6875,1.6875,1.6875,1.6875,1.625,1.5625,1.75,1.6875,1.6875,1.75,1.75,1.1875,0.6875,0.625,0.625,0.5625,0.625,0.625,0.625,0.6875,0.6875,0.6875,0.5625,0.625,0.5625,0.5625,0.625,0.75,0.6875,0.75,0.75,0.75,0.75,0.75,0.6875,0.625,0.625,0.5625,0.6875,0.6875,0.75,0.8125,0.8125,0.8125,0.75,0.8125,0.8125,0.8125,0.8125,0.75,0.6875,0.6875,0.75,0.6875,0.8125,0.75,0.6875,0.6875,0.6875,0.6875,0.5625,0.5,0.5,0.5,0.5,0.4375,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.625,0.625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.4375,0.4375,0.4375,0.5,0.4375,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5,0.5625,0.5,0.5,0.5,0.4375,0.4375,0.5,0.5,0.5625,0.5,0.5,0.5625,0.5,0.5625,0.5625,0.5625,0.5,0.5,0.5625,0.5625,0.4375,0.4375,0.5,0.5,0.5,0.4375,0.4375,0.5,0.5,0.4375,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5,0.0625
360,14,1,27/02/2020 18:01,334,241,241,707,120,0,7980,2.9375,3.1875,3.125,3.625,3.6875,3.6875,3.625,3.5,3.5625,3.625,3.625,3.6875,3.75,3.75,3.75,3.625,3.625,3.5,3.5,3.4375,3.375,3.25,3.125,3.125,3,3,3.0625,3.0625,3.125,3,3.0625,3,3.0625,3.0625,3.0625,3.0625,3.0625,3.0625,3.0625,3.0625,3.0625,3.125,3.125,3.1875,3.1875,3.1875,3.0625,3,2.9375,2.6875,3,3.5625,3.625,3.5,3.375,3.375,3.3125,3.3125,3.3125,3.375,3.3125,3.3125,3,3.4375,3.4375,3.5,3.8125,3.625,2.1875,1,0.75,0.75,0.75,0.75,0.75,0.75,0.8125,0.8125,0.8125,0.6875,0.6875,0.625,0.625,0.625,0.8125,0.875,0.875,0.9375,0.9375,1,1,0.875,0.6875,0.6875,0.8125,0.8125,0.875,0.875,0.875,1,1.0625,0.9375,0.875,0.9375,0.875,0.8125,0.75,0.8125,0.875,0.875,0.8125,0.8125,0.75,0.6875,0.625,0.625,0.6875,0.5625,0.5,0.5,0.5,0.5,0.4375,0.5,0.5,0.5625,0.5,0.5625,0.625,0.625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.4375,0.5,0.4375,0.5,0.5,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.5,0.4375,0.4375,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5625,0.5625,0.5,0.5625,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.5,0.5625,0.4375,0.5625,0.5,0.5,0.4375,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.5,0.5,0.4375,0.4375,0.5,0.4375,0.4375,0.4375,0.5,0.5,0.4375,0.5,0.5,0.5,0.4375,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.5,0.5,0.0625
366,10,2,28/02/2020 00:00,336/337,132/109,241,707,0,0,0,-26.625,-26.625,-26.5625,-26.625,-26.5625,-26.625,-26.625,-26.625,-26.6875,-26.6875,-26.6875,-26.875,-26.75,-26.875,-27,-26.875,-26.9375,-26.8125,-26.75,-26.6875,-26.75,-26.6875,-26.6875,-26.6875,-26.75,-26.6875,-26.75,-26.625,-26.875,-26.75,-26.75,-26.8125,-26.9375,-26.9375,-26.9375,-26.8125,-26.875,-26.875,-26.875,-26.875,-26.875,-26.875,-26.9375,-27,-27,-27.125,-27.0625,-27.25,-27.1875,-27.1875,-27.125,-27.0625,-27.1875,-27.1875,-27.0625,-27,-27,-27,-27.0625,-27.125,-27.0625,-26.8125,-26.6875,-26.5625,-26.5,-26.3125,-25.9375,-25.125,-22.875,-20.125,-18.75,-17.5625,-16.6875,-15.8125,-14.9375,-14.1875,-13.3125,-12.4375,-11.5,-10.5,-9.4375,-8.1875,-6.875,-5.25,-3.875,-2.8125,-2.125,-1.875,-1.6875,-1.6875,-1.6875,-1.6875,-1.6875,-1.75,-1.6875,-1.6875,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.6875,-1.6875,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-26.625
372,10,2,28/02/2020 06:00,338/339,132/109,241,707,0,0,0,-27.25,-27.25,-27.0625,-27.25,-27.25,-27.3125,-27.3125,-27.25,-27.3125,-27.25,-27.3125,-27.4375,-27.3125,-27.3125,-27.5625,-27.375,-27.4375,-27.3125,-27.25,-27.25,-27.1875,-27.1875,-27.1875,-27.1875,-27.25,-27.25,-27.1875,-27.0625,-27.3125,-27.1875,-27.25,-27.1875,-27.375,-27.3125,-27.3125,-27.25,-27.3125,-27.25,-27.3125,-27.25,-27.1875,-27.1875,-27.1875,-27.3125,-27.25,-27.3125,-27.25,-27.4375,-27.375,-27.375,-27.25,-27.25,-27.3125,-27.25,-27.1875,-27.125,-27.125,-27.0625,-27.0625,-27.0625,-26.9375,-26.625,-26.4375,-26.25,-25.9375,-25.5,-24.9375,-24.0625,-22.1875,-20.0625,-19,-18.125,-17.375,-16.75,-15.9375,-15.3125,-14.625,-13.9375,-13.1875,-12.4375,-11.6875,-10.8125,-10,-8.9375,-7.8125,-6.625,-5.25,-4.125,-3.125,-2.5625,-2.375,-2.375,-2.0625,-1.75,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.6875,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.5625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.6875,-1.6875,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-27.5
378,10,2,28/02/2020 12:00,341/342,132/109,241,707,0,0,0,-28,-28,-27.8125,-28,-27.9375,-28,-28,-28,-28,-28,-28,-28.125,-28,-28.0625,-28.25,-28.125,-28.1875,-28.0625,-28,-28,-28,-27.9375,-27.9375,-27.9375,-28,-28,-27.9375,-27.8125,-28.125,-28,-28,-28,-28.125,-28.125,-28.0625,-28.0625,-28.0625,-28.0625,-28.0625,-28,-28,-28,-28,-28.0625,-28,-28.0625,-28,-28.125,-28,-28.0625,-28.0625,-28.0625,-28.1875,-28.1875,-28.0625,-28,-28,-27.9375,-27.9375,-28,-27.875,-27.5625,-27.3125,-27.125,-26.75,-26.0625,-25.25,-24.125,-22.0625,-20.0625,-19,-18.25,-17.625,-17.125,-16.4375,-15.9375,-15.375,-14.8125,-14.1875,-13.625,-13.0625,-12.5,-11.875,-11.125,-10.4375,-9.75,-8.9375,-8.125,-7.125,-6.3125,-5.75,-5.625,-5.25,-4.5625,-3.5,-2.125,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.6875,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.5625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.5625,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.5625,-1.625,-1.625,-27.8125
384,10,2,28/02/2020 18:00,343/344,132/109,241,707,0,0,0,-24.0625,-23.125,-22.875,-24.1875,-24.6875,-24.9375,-25.0625,-25.125,-25.25,-25.25,-25.3125,-25.375,-25.25,-25.1875,-25.3125,-25.1875,-25.375,-25.3125,-25.1875,-25.1875,-25.1875,-25.1875,-25.125,-25.1875,-25.25,-25.25,-25.1875,-25.125,-25.375,-25.25,-25.25,-25.25,-25.375,-25.375,-25.375,-25.25,-25.25,-25.25,-25.25,-25.25,-25.1875,-25.1875,-25.0625,-24.9375,-24.5625,-24.25,-24,-24.0625,-23.875,-23.875,-24.0625,-24.5625,-24.9375,-24.6875,-24.9375,-25.0625,-25.125,-25.0625,-25.125,-25.125,-25,-24.5625,-24.1875,-24.3125,-24.3125,-23.9375,-23.5,-22.75,-21.3125,-19.875,-19.125,-18.4375,-18,-17.5,-16.875,-16.4375,-15.9375,-15.375,-14.9375,-14.375,-13.9375,-13.4375,-12.9375,-12.375,-11.875,-11.375,-10.8125,-10.3125,-9.6875,-9.1875,-8.6875,-8.0625,-7.25,-6.3125,-5.125,-3.625,-2.125,-1.6875,-1.6875,-1.625,-1.5625,-1.5625,-1.6875,-1.5625,-1.5625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.6875,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.6875,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.5625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-1.5625,-1.625,-1.5625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.6875,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.6875,-1.625,-1.625,-1.625,-1.625,-1.625,-23.625
